VANID,Signup Date,Status,Role,Event Name,Event Type,Event Date,Shift Start Time,Shift End Time,Location Name
126313980,8/21/23,No Show,Attendee,August Volunteer Orientation ,Training,8/24/23,2023-08-24 19:00:00.0000000 -05:00,2023-08-24 20:30:00.0000000 -05:00,Sisu Youth Services
126424185,8/24/23,Cancelled,Attendee,August Volunteer Orientation ,Training,8/24/23,2023-08-24 19:00:00.0000000 -05:00,2023-08-24 20:30:00.0000000 -05:00,Sisu Youth Services
126424185,8/29/23,Sched-Web,Attendee,September Volunteer Orientation,Training,9/10/23,2023-09-10 15:00:00.0000000 -05:00,2023-09-10 16:30:00.0000000 -05:00,Sisu Youth Services
126424185,12/1/23,Sched-Web,Attendee,Volunteer Refresher,Training,12/2/23,2023-12-02 14:00:00.0000000 -06:00,2023-12-02 16:00:00.0000000 -06:00,Sisu Youth Services
126424185,2/5/24,Completed,Volunteer,February Shelter Shift ,Shelter Shift,2/4/24,2024-02-04 19:00:00.0000000 -06:00,2024-02-04 22:00:00.0000000 -06:00,Sisu Youth Services
126453684,8/25/23,Cancelled,Attendee,August Volunteer Orientation ,Training,8/24/23,2023-08-24 19:00:00.0000000 -05:00,2023-08-24 20:30:00.0000000 -05:00,Sisu Youth Services
126626168,9/4/23,No Show,Attendee,September Volunteer Orientation,Training,9/10/23,2023-09-10 15:00:00.0000000 -05:00,2023-09-10 16:30:00.0000000 -05:00,Sisu Youth Services
126654592,9/5/23,Sched-Web,Attendee,September Volunteer Orientation,Training,9/10/23,2023-09-10 15:00:00.0000000 -05:00,2023-09-10 16:30:00.0000000 -05:00,Sisu Youth Services
126654597,9/19/23,Completed,Volunteer,Sept Meal Train ,Meal Train,9/6/23,2023-09-06 16:30:00.0000000 -05:00,2023-09-06 18:30:00.0000000 -05:00,Sisu Youth Services
126709380,9/9/23,Completed,Attendee,September Volunteer Orientation,Training,9/10/23,2023-09-10 15:00:00.0000000 -05:00,2023-09-10 16:30:00.0000000 -05:00,Sisu Youth Services
126709380,10/3/23,Confirmed,Organizer,Volunteer Training (Orientation Pt 2 - Boundaries),Training,10/3/23,2023-10-03 17:00:00.0000000 -04:00,2023-10-03 18:00:00.0000000 -04:00,Sisu Youth Services
126709380,9/20/24,Completed,Volunteer,Trunk or Treat ,Group Volunteer,10/25/24,2024-10-25 18:00:00.0000000 -05:00,2024-10-25 20:00:00.0000000 -05:00,Sisu Youth Services
126709380,8/5/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,8/4/24,2024-08-04 19:00:00.0000000 -04:00,2024-08-04 22:00:00.0000000 -04:00,Sisu Youth Services
126709380,9/20/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,9/15/24,2024-09-15 16:00:00.0000000 -04:00,2024-09-15 19:00:00.0000000 -04:00,Sisu Youth Services
126714720,4/10/24,Completed,Volunteer,Yoga PYD,PYD,2/7/24,2024-02-07 17:00:00.0000000 -05:00,2024-02-07 18:00:00.0000000 -05:00,Sisu Youth Services
126714720,4/10/24,Completed,Volunteer,Yoga PYD,PYD,3/6/24,2024-03-06 17:00:00.0000000 -05:00,2024-03-06 18:00:00.0000000 -05:00,Sisu Youth Services
126714720,4/10/24,Completed,Volunteer,Yoga PYD,PYD,4/3/24,2024-04-03 17:00:00.0000000 -04:00,2024-04-03 18:00:00.0000000 -04:00,Sisu Youth Services
126714720,5/1/24,Completed,Volunteer,Yoga PYD,PYD,5/1/24,2024-05-01 17:00:00.0000000 -04:00,2024-05-01 18:00:00.0000000 -04:00,Sisu Youth Services
126941113,11/2/23,Sched-Web,Volunteer,Sisu Packing Party ,Group Volunteer,11/12/23,2023-11-12 15:00:00.0000000 -06:00,2023-11-12 18:00:00.0000000 -06:00,Sisu Youth Services
126941113,1/21/25,Completed,Data Entry,Sammies with Sisu,Vol Recruitment,1/21/25,2025-01-21 12:00:00.0000000 -06:00,2025-01-21 13:00:00.0000000 -06:00,
126950454,11/8/23,Sched-Web,Volunteer,November Meal Train ,Meal Train,11/26/23,2023-11-26 16:00:00.0000000 -06:00,2023-11-26 18:00:00.0000000 -06:00,Sisu Youth Services
126950454,12/14/23,Completed,Volunteer,Dec Meal Train,Meal Train,12/14/23,2023-12-14 16:00:00.0000000 -06:00,2023-12-14 17:30:00.0000000 -06:00,Sisu Youth Services
126950454,7/16/24,Completed,Volunteer,June Meal Train,Meal Train,6/26/24,2024-06-26 17:00:00.0000000 -05:00,2024-06-26 19:30:00.0000000 -05:00,Sisu Youth Services
126950454,5/7/24,Completed,Volunteer,May Meal Train,Meal Train,5/26/24,2024-05-26 16:00:00.0000000 -05:00,2024-05-26 19:00:00.0000000 -05:00,Sisu Youth Services
126950454,9/2/24,Completed,Volunteer,Meal Train,Meal Train,9/29/24,2024-09-29 16:30:00.0000000 -05:00,2024-09-29 19:30:00.0000000 -05:00,Sisu Youth Services
126950454,1/1/25,Completed,Volunteer,Meal Train,Meal Train,11/24/24,2024-11-24 16:30:00.0000000 -06:00,2024-11-24 19:30:00.0000000 -06:00,Sisu Youth Services
126950454,10/29/24,Completed,Volunteer,Meal Train,Meal Train,10/28/24,2024-10-28 16:30:00.0000000 -05:00,2024-10-28 19:30:00.0000000 -05:00,Sisu Youth Services
126950454,1/1/25,Completed,Volunteer,Meal Train,Meal Train,12/30/24,2024-12-30 16:30:00.0000000 -06:00,2024-12-30 19:30:00.0000000 -06:00,Sisu Youth Services
126950454,9/2/24,Completed,Volunteer,Meal Train,Meal Train,9/1/24,2024-09-01 16:30:00.0000000 -05:00,2024-09-01 19:30:00.0000000 -05:00,Sisu Youth Services
126950454,8/14/24,Completed,Volunteer,Meal Train,Meal Train,7/24/24,2024-07-24 16:30:00.0000000 -05:00,2024-07-24 19:30:00.0000000 -05:00,Sisu Youth Services
127484613,3/13/24,Completed,Attendee,Welcome Home Team Volunteer Meeting,Training,3/20/24,2024-03-20 18:00:00.0000000 -05:00,2024-03-20 19:00:00.0000000 -05:00,
127484689,2/15/23,Completed,Volunteer,Meal Train,Meal Train,1/14/23,2023-01-14 17:00:00.0000000 -05:00,2023-01-14 18:00:00.0000000 -05:00,Sisu Youth Services
127484689,5/12/23,Completed,Volunteer,May Meal Train,Meal Train,5/11/23,2023-05-11 17:00:00.0000000 -04:00,2023-05-11 18:00:00.0000000 -04:00,Sisu Youth Services
127484689,12/20/23,Completed,Volunteer,Dec Meal Train,Meal Train,12/20/23,2023-12-20 16:00:00.0000000 -06:00,2023-12-20 17:30:00.0000000 -06:00,Sisu Youth Services
127629247,10/3/23,Completed,Volunteer,October Shelter Shift ,Shelter Shift,10/3/23,2023-10-03 14:00:00.0000000 -05:00,2023-10-03 17:00:00.0000000 -05:00,Sisu Youth Services
127629247,10/3/23,Completed,Organizer,Volunteer Training (Orientation Pt 2 - Boundaries),Training,10/3/23,2023-10-03 17:00:00.0000000 -04:00,2023-10-03 18:00:00.0000000 -04:00,Sisu Youth Services
127629247,10/3/23,Confirmed,Organizer,September Volunteer Orientation,Training,9/10/23,2023-09-10 15:00:00.0000000 -05:00,2023-09-10 16:30:00.0000000 -05:00,Sisu Youth Services
127732415,10/13/23,Sched-Web,Volunteer,UCO Student Volunteer Day ,Group Volunteer,10/13/23,2023-10-13 09:00:00.0000000 -05:00,2023-10-13 16:00:00.0000000 -05:00,Sisu Youth Services
127732416,10/13/23,Sched-Web,Volunteer,UCO Student Volunteer Day ,Group Volunteer,10/13/23,2023-10-13 09:00:00.0000000 -05:00,2023-10-13 16:00:00.0000000 -05:00,Sisu Youth Services
127732417,10/13/23,Sched-Web,Volunteer,UCO Student Volunteer Day ,Group Volunteer,10/13/23,2023-10-13 09:00:00.0000000 -05:00,2023-10-13 16:00:00.0000000 -05:00,Sisu Youth Services
127732418,10/13/23,Sched-Web,Volunteer,UCO Student Volunteer Day ,Group Volunteer,10/13/23,2023-10-13 09:00:00.0000000 -05:00,2023-10-13 16:00:00.0000000 -05:00,Sisu Youth Services
127732419,10/13/23,Sched-Web,Volunteer,UCO Student Volunteer Day ,Group Volunteer,10/13/23,2023-10-13 09:00:00.0000000 -05:00,2023-10-13 16:00:00.0000000 -05:00,Sisu Youth Services
127732424,10/13/23,Sched-Web,Volunteer,UCO Student Volunteer Day ,Group Volunteer,10/13/23,2023-10-13 09:00:00.0000000 -05:00,2023-10-13 16:00:00.0000000 -05:00,Sisu Youth Services
127732425,10/13/23,Sched-Web,Volunteer,UCO Student Volunteer Day ,Group Volunteer,10/13/23,2023-10-13 09:00:00.0000000 -05:00,2023-10-13 16:00:00.0000000 -05:00,Sisu Youth Services
127732426,10/13/23,Sched-Web,Volunteer,UCO Student Volunteer Day ,Group Volunteer,10/13/23,2023-10-13 09:00:00.0000000 -05:00,2023-10-13 16:00:00.0000000 -05:00,Sisu Youth Services
127787553,1/20/25,Completed,Volunteer,Meal Train,Meal Train,1/17/25,2025-01-17 16:00:00.0000000 -06:00,2025-01-17 19:00:00.0000000 -06:00,Sisu Youth Services
127881519,2/13/25,Completed,Volunteer,Meal Train,Meal Train,2/14/25,2025-02-14 16:00:00.0000000 -06:00,2025-02-14 19:00:00.0000000 -06:00,Sisu Youth Services
127881519,10/23/23,Confirmed,Volunteer,Oct Meal Train ,Meal Train,10/26/23,2023-10-26 16:30:00.0000000 -05:00,2023-10-26 18:00:00.0000000 -05:00,Sisu Youth Services
127881519,12/20/23,Completed,Volunteer,Dec Meal Train,Meal Train,12/25/23,2023-12-25 16:00:00.0000000 -06:00,2023-12-25 17:30:00.0000000 -06:00,Sisu Youth Services
127887885,10/25/23,Sched-Web,Volunteer,Sisu Packing Party ,Group Volunteer,11/12/23,2023-11-12 12:00:00.0000000 -06:00,2023-11-12 15:00:00.0000000 -06:00,Sisu Youth Services
127887885,10/25/23,Sched-Web,Volunteer,Sisu Packing Party ,Group Volunteer,11/11/23,2023-11-11 12:00:00.0000000 -05:00,2023-11-11 15:00:00.0000000 -05:00,Sisu Youth Services
127889925,10/30/23,Sched-Web,Volunteer,November Meal Train ,Meal Train,11/3/23,2023-11-03 16:00:00.0000000 -05:00,2023-11-03 18:00:00.0000000 -05:00,Sisu Youth Services
127889925,12/26/23,Completed,Volunteer,Dec Meal Train,Meal Train,12/29/23,2023-12-29 16:00:00.0000000 -06:00,2023-12-29 17:30:00.0000000 -06:00,Sisu Youth Services
127889925,2/27/24,Completed,Volunteer,March Meal Train,Meal Train,3/4/24,2024-03-04 16:30:00.0000000 -06:00,2024-03-04 18:00:00.0000000 -06:00,Sisu Youth Services
127889925,8/19/24,Completed,Volunteer,Meal Train,Meal Train,8/22/24,2024-08-22 16:30:00.0000000 -05:00,2024-08-22 19:30:00.0000000 -05:00,Sisu Youth Services
127889925,7/2/24,Completed,Volunteer,Meal Train,Meal Train,7/11/24,2024-07-11 16:30:00.0000000 -05:00,2024-07-11 19:30:00.0000000 -05:00,Sisu Youth Services
127889925,12/13/24,Completed,Volunteer,Meal Train,Meal Train,12/4/24,2024-12-04 16:30:00.0000000 -06:00,2024-12-04 19:30:00.0000000 -06:00,Sisu Youth Services
127889925,12/13/24,Completed,Volunteer,Meal Train,Meal Train,11/6/24,2024-11-06 16:30:00.0000000 -06:00,2024-11-06 19:30:00.0000000 -06:00,Sisu Youth Services
127889925,9/30/24,Completed,Volunteer,Meal Train,Meal Train,9/27/24,2024-09-27 16:30:00.0000000 -05:00,2024-09-27 19:30:00.0000000 -05:00,Sisu Youth Services
127889925,5/7/24,Completed,Volunteer,May Meal Train,Meal Train,5/22/24,2024-05-22 16:00:00.0000000 -05:00,2024-05-22 19:00:00.0000000 -05:00,Sisu Youth Services
127889925,6/7/24,Completed,Volunteer,June Meal Train,Meal Train,6/17/24,2024-06-17 17:00:00.0000000 -05:00,2024-06-17 19:30:00.0000000 -05:00,Sisu Youth Services
127889925,5/7/24,Completed,Volunteer,May Meal Train,Meal Train,5/4/24,2024-05-04 16:00:00.0000000 -05:00,2024-05-04 19:00:00.0000000 -05:00,Sisu Youth Services
127889925,5/3/24,No Show,Volunteer,April Meal Train,Meal Train,4/17/24,2024-04-17 16:00:00.0000000 -05:00,2024-04-17 18:30:00.0000000 -05:00,Sisu Youth Services
127889925,5/29/25,Completed,Volunteer,Meal Train,Meal Train,5/26/25,2025-05-26 16:00:00.0000000 -05:00,2025-05-26 19:00:00.0000000 -05:00,Sisu Youth Services
127889925,6/26/25,Completed,Volunteer,Meal Train,Meal Train,6/26/25,2025-06-26 16:00:00.0000000 -05:00,2025-06-26 19:00:00.0000000 -05:00,Sisu Youth Services
127889947,11/8/23,Sched-Web,Volunteer,November Meal Train ,Meal Train,11/24/23,2023-11-24 16:00:00.0000000 -06:00,2023-11-24 18:00:00.0000000 -06:00,Sisu Youth Services
127909698,10/30/23,Completed,Volunteer,November Meal Train ,Meal Train,11/1/23,2023-11-01 16:00:00.0000000 -05:00,2023-11-01 18:00:00.0000000 -05:00,Sisu Youth Services
127938737,4/2/24,Completed,Volunteer,Birthday Party,PYD,3/29/24,2024-03-29 16:00:00.0000000 -05:00,2024-03-29 18:00:00.0000000 -05:00,Sisu Youth Services
127970978,11/3/23,Sched-Web,Volunteer,Sisu Packing Party ,Group Volunteer,11/12/23,2023-11-12 12:00:00.0000000 -06:00,2023-11-12 15:00:00.0000000 -06:00,Sisu Youth Services
127984778,11/3/23,Sched-Web,Volunteer,Sisu Packing Party ,Group Volunteer,11/12/23,2023-11-12 15:00:00.0000000 -06:00,2023-11-12 18:00:00.0000000 -06:00,Sisu Youth Services
128104845,11/8/23,Completed,Volunteer,November Meal Train ,Meal Train,11/25/23,2023-11-25 16:00:00.0000000 -06:00,2023-11-25 18:00:00.0000000 -06:00,Sisu Youth Services
128104854,11/8/23,Sched-Web,Volunteer,November Meal Train ,Meal Train,11/17/23,2023-11-17 16:00:00.0000000 -06:00,2023-11-17 18:00:00.0000000 -06:00,Sisu Youth Services
128104862,11/8/23,Completed,Volunteer,November Meal Train ,Meal Train,11/18/23,2023-11-18 16:00:00.0000000 -06:00,2023-11-18 18:00:00.0000000 -06:00,Sisu Youth Services
128117800,11/11/23,Sched-Web,Volunteer,Sisu Packing Party ,Group Volunteer,11/12/23,2023-11-12 10:30:00.0000000 -06:00,2023-11-12 12:30:00.0000000 -06:00,Sisu Youth Services
128121978,1/30/24,Completed,Volunteer,January Meal Train,Meal Train,1/31/24,2024-01-31 16:30:00.0000000 -06:00,2024-01-31 18:00:00.0000000 -06:00,Sisu Youth Services
128121978,5/16/24,Completed,Volunteer,May Meal Train,Meal Train,5/20/24,2024-05-20 16:00:00.0000000 -05:00,2024-05-20 19:00:00.0000000 -05:00,Sisu Youth Services
128121978,2/13/25,Completed,Volunteer,Meal Train,Meal Train,10/14/24,2024-10-14 16:30:00.0000000 -05:00,2024-10-14 19:30:00.0000000 -05:00,Sisu Youth Services
128121978,8/1/24,Completed,Volunteer,Meal Train,Meal Train,7/26/24,2024-07-26 16:30:00.0000000 -05:00,2024-07-26 19:30:00.0000000 -05:00,Sisu Youth Services
128121978,8/1/24,Completed,Volunteer,Meal Train,Meal Train,8/1/24,2024-08-01 16:30:00.0000000 -05:00,2024-08-01 19:30:00.0000000 -05:00,Sisu Youth Services
128121978,6/26/25,Completed,Volunteer,Meal Train,Meal Train,6/28/25,2025-06-28 16:00:00.0000000 -05:00,2025-06-28 19:00:00.0000000 -05:00,Sisu Youth Services
128121978,2/13/25,Completed,Volunteer,Meal Train,Meal Train,2/5/25,2025-02-05 16:00:00.0000000 -06:00,2025-02-05 19:00:00.0000000 -06:00,Sisu Youth Services
128121978,3/10/25,Completed,Volunteer,Meal Train,Meal Train,3/5/25,2025-03-05 16:00:00.0000000 -06:00,2025-03-05 19:00:00.0000000 -06:00,Sisu Youth Services
128122078,7/2/24,Completed,Volunteer,Meal Train,Meal Train,7/27/24,2024-07-27 16:30:00.0000000 -05:00,2024-07-27 19:30:00.0000000 -05:00,Sisu Youth Services
128122078,5/16/24,Completed,Volunteer,May Meal Train,Meal Train,5/18/24,2024-05-18 16:00:00.0000000 -05:00,2024-05-18 19:00:00.0000000 -05:00,Sisu Youth Services
128122078,10/6/23,Sched-Web,Volunteer,Oct Meal Train ,Meal Train,10/29/23,2023-10-29 16:30:00.0000000 -05:00,2023-10-29 18:00:00.0000000 -05:00,Sisu Youth Services
128122078,5/3/24,Completed,Volunteer,April Meal Train,Meal Train,4/15/24,2024-04-15 16:00:00.0000000 -05:00,2024-04-15 18:30:00.0000000 -05:00,Sisu Youth Services
128122078,2/27/24,Completed,Volunteer,March Meal Train,Meal Train,3/8/24,2024-03-08 16:30:00.0000000 -06:00,2024-03-08 18:00:00.0000000 -06:00,Sisu Youth Services
128122078,9/5/23,Sched-Web,Volunteer,Sept Meal Train ,Meal Train,9/9/23,2023-09-09 16:30:00.0000000 -05:00,2023-09-09 18:30:00.0000000 -05:00,Sisu Youth Services
128122079,12/19/24,Completed,Volunteer,Sisu Santa Squad,Group Volunteer,12/17/24,2024-12-17 17:00:00.0000000 -05:00,2024-12-17 19:00:00.0000000 -05:00,
128122079,4/17/25,Completed,Volunteer,Meal Train,Meal Train,3/27/25,2025-03-27 16:00:00.0000000 -05:00,2025-03-27 19:00:00.0000000 -05:00,Sisu Youth Services
128122131,3/10/25,Completed,Volunteer,Meal Train,Meal Train,3/23/25,2025-03-23 16:00:00.0000000 -05:00,2025-03-23 19:00:00.0000000 -05:00,Sisu Youth Services
128122131,10/6/23,Sched-Web,Volunteer,Sept Meal Train ,Meal Train,9/22/23,2023-09-22 16:30:00.0000000 -05:00,2023-09-22 18:30:00.0000000 -05:00,Sisu Youth Services
128122131,3/7/24,Completed,Volunteer,March Meal Train,Meal Train,3/30/24,2024-03-30 16:30:00.0000000 -06:00,2024-03-30 18:00:00.0000000 -06:00,Sisu Youth Services
128122131,2/15/24,Completed,Volunteer,February Meal Train,Meal Train,2/25/24,2024-02-25 16:00:00.0000000 -06:00,2024-02-25 17:30:00.0000000 -06:00,Sisu Youth Services
128122131,5/3/24,Completed,Volunteer,April Meal Train,Meal Train,4/21/24,2024-04-21 16:00:00.0000000 -05:00,2024-04-21 18:30:00.0000000 -05:00,Sisu Youth Services
128122131,10/6/23,Sched-Web,Volunteer,Oct Meal Train ,Meal Train,10/22/23,2023-10-22 16:30:00.0000000 -05:00,2023-10-22 18:00:00.0000000 -05:00,Sisu Youth Services
128122131,11/8/23,Sched-Web,Volunteer,November Meal Train ,Meal Train,11/19/23,2023-11-19 16:00:00.0000000 -06:00,2023-11-19 18:00:00.0000000 -06:00,Sisu Youth Services
128122131,1/4/24,Completed,Volunteer,January Meal Train,Meal Train,1/21/24,2024-01-21 16:30:00.0000000 -06:00,2024-01-21 18:00:00.0000000 -06:00,Sisu Youth Services
128122131,12/14/23,Completed,Volunteer,Dec Meal Train,Meal Train,12/17/23,2023-12-17 16:00:00.0000000 -06:00,2023-12-17 17:30:00.0000000 -06:00,Sisu Youth Services
128122131,5/7/24,Completed,Volunteer,May Meal Train,Meal Train,5/10/24,2024-05-10 16:00:00.0000000 -05:00,2024-05-10 19:00:00.0000000 -05:00,Sisu Youth Services
128122131,6/7/24,Completed,Volunteer,June Meal Train,Meal Train,6/15/24,2024-06-15 17:00:00.0000000 -05:00,2024-06-15 19:30:00.0000000 -05:00,Sisu Youth Services
128122131,8/28/24,Completed,Volunteer,Meal Train,Meal Train,8/25/24,2024-08-25 16:30:00.0000000 -05:00,2024-08-25 19:30:00.0000000 -05:00,Sisu Youth Services
128122131,7/2/24,Completed,Volunteer,Meal Train,Meal Train,7/7/24,2024-07-07 16:30:00.0000000 -05:00,2024-07-07 19:30:00.0000000 -05:00,Sisu Youth Services
128122131,9/30/24,Completed,Volunteer,Meal Train,Meal Train,9/26/24,2024-09-26 16:30:00.0000000 -05:00,2024-09-26 19:30:00.0000000 -05:00,Sisu Youth Services
128122135,2/13/24,Completed,Volunteer,August Meal Train ,Meal Train,8/6/23,2023-08-06 16:30:00.0000000 -04:00,2023-08-06 18:00:00.0000000 -04:00,Sisu Youth Services
128122137,7/18/23,Completed,Volunteer,July Meal Train ,Meal Train,7/16/23,2023-07-16 16:00:00.0000000 -04:00,2023-07-16 18:30:00.0000000 -04:00,Sisu Youth Services
128122137,9/6/23,Sched-Web,Volunteer,Sept Meal Train ,Meal Train,9/24/23,2023-09-24 16:30:00.0000000 -05:00,2023-09-24 18:30:00.0000000 -05:00,Sisu Youth Services
128122137,5/3/23,Completed,Volunteer,April Meal Train ,Meal Train,4/15/23,2023-04-15 17:00:00.0000000 -04:00,2023-04-15 18:00:00.0000000 -04:00,Sisu Youth Services
128122137,7/14/23,Sched-Web,Volunteer,Volunteer Paint Party at NEW Sisu HQ,Group Volunteer,7/23/23,2023-07-23 09:00:00.0000000 -05:00,2023-07-23 12:00:00.0000000 -05:00,Sisu Youth Services
128122137,4/4/23,Completed,Volunteer,Meal Train,Meal Train,3/26/23,2023-03-26 17:00:00.0000000 -04:00,2023-03-26 18:00:00.0000000 -04:00,Sisu Youth Services
128122138,7/28/23,Confirmed,Volunteer,July Meal Train ,Meal Train,7/27/23,2023-07-27 16:00:00.0000000 -04:00,2023-07-27 18:30:00.0000000 -04:00,Sisu Youth Services
128124236,4/4/23,Completed,Volunteer,Meal Train,Meal Train,3/24/23,2023-03-24 17:00:00.0000000 -04:00,2023-03-24 18:00:00.0000000 -04:00,Sisu Youth Services
128124236,8/16/23,Sched-Web,Volunteer,June May Train ,Meal Train,6/2/23,2023-06-02 17:00:00.0000000 -04:00,2023-06-02 18:00:00.0000000 -04:00,Sisu Youth Services
128124236,2/15/23,Completed,Volunteer,Meal Train,Meal Train,1/11/23,2023-01-11 17:00:00.0000000 -05:00,2023-01-11 18:00:00.0000000 -05:00,Sisu Youth Services
128124236,3/10/23,Completed,Volunteer,Meal Train,Meal Train,2/19/23,2023-02-19 17:00:00.0000000 -05:00,2023-02-19 18:00:00.0000000 -05:00,Sisu Youth Services
128124236,1/7/25,Completed,Volunteer,Meal Train,Meal Train,7/2/24,2024-07-02 16:30:00.0000000 -05:00,2024-07-02 19:30:00.0000000 -05:00,Sisu Youth Services
128124236,5/7/24,Completed,Volunteer,May Meal Train,Meal Train,5/17/24,2024-05-17 16:00:00.0000000 -05:00,2024-05-17 19:00:00.0000000 -05:00,Sisu Youth Services
128124236,1/30/24,Completed,Volunteer,February Meal Train,Meal Train,2/3/24,2024-02-03 16:00:00.0000000 -06:00,2024-02-03 17:30:00.0000000 -06:00,Sisu Youth Services
128125753,4/29/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,3/6/25,2025-03-06 17:30:00.0000000 -06:00,2025-03-06 19:30:00.0000000 -06:00,Sisu Youth Services
128125753,4/29/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,4/3/25,2025-04-03 17:30:00.0000000 -05:00,2025-04-03 19:30:00.0000000 -05:00,Sisu Youth Services
128125753,10/24/24,Completed,Volunteer,Shelter Shifts,Shelter Shift,10/23/24,2024-10-23 17:30:00.0000000 -04:00,2024-10-23 19:30:00.0000000 -04:00,Sisu Youth Services
128125753,5/29/25,Completed,Volunteer,Shelter Shift ,Shelter Shift,5/1/25,2025-05-01 17:30:00.0000000 -05:00,2025-05-01 19:30:00.0000000 -05:00,Sisu Youth Services
128605979,12/13/23,Confirmed,Volunteer,Dec Meal Train,Meal Train,12/25/23,2023-12-25 16:00:00.0000000 -06:00,2023-12-25 17:30:00.0000000 -06:00,Sisu Youth Services
128605979,12/13/23,Completed,Volunteer,Shelter Shift December ,Shelter Shift,12/18/23,2023-12-18 16:00:00.0000000 -06:00,2023-12-18 19:00:00.0000000 -06:00,Sisu Youth Services
128605979,11/21/23,Completed,Attendee,Volunteer Refresher,Training,12/2/23,2023-12-02 14:00:00.0000000 -06:00,2023-12-02 16:00:00.0000000 -06:00,
128626934,4/4/23,Completed,Attendee,February Volunteer Training,Training,2/26/23,2023-02-26 15:30:00.0000000 -05:00,2023-02-26 17:00:00.0000000 -05:00,
128626934,11/23/23,Sched-Web,Attendee,Volunteer Refresher,Training,12/2/23,2023-12-02 14:00:00.0000000 -06:00,2023-12-02 16:00:00.0000000 -06:00,Sisu Youth Services
128664789,1/18/24,Completed,Volunteer,January Meal Train,Meal Train,1/22/24,2024-01-22 16:30:00.0000000 -06:00,2024-01-22 18:00:00.0000000 -06:00,Sisu Youth Services
128664789,5/7/24,Completed,Volunteer,May Meal Train,Meal Train,5/9/24,2024-05-09 16:00:00.0000000 -05:00,2024-05-09 19:00:00.0000000 -05:00,Sisu Youth Services
128682560,6/13/24,Completed,Volunteer,June Meal Train,Meal Train,6/28/24,2024-06-28 17:00:00.0000000 -05:00,2024-06-28 19:30:00.0000000 -05:00,Sisu Youth Services
128682560,12/14/23,Completed,Volunteer,Dec Meal Train,Meal Train,12/18/23,2023-12-18 16:00:00.0000000 -06:00,2023-12-18 17:30:00.0000000 -06:00,Sisu Youth Services
128701021,12/6/23,Completed,Attendee,Volunteer Refresher ,Training,1/6/24,2024-01-06 14:00:00.0000000 -06:00,2024-01-06 16:00:00.0000000 -06:00,Sisu Youth Services
128701421,2/27/25,Completed,Volunteer,PYD Workshop,PYD,2/15/25,2025-02-15 16:00:00.0000000 -06:00,2025-02-15 18:00:00.0000000 -06:00,Sisu Youth Services
128701421,4/29/25,Completed,Volunteer,PYD Workshop,PYD,3/1/25,2025-03-01 16:00:00.0000000 -06:00,2025-03-01 18:00:00.0000000 -06:00,Sisu Youth Services
128701421,1/20/25,Completed,Volunteer,PYD Workshop,PYD,1/18/25,2025-01-18 16:00:00.0000000 -06:00,2025-01-18 18:00:00.0000000 -06:00,Sisu Youth Services
128701421,5/29/25,Completed,Volunteer,PYD Workshop,PYD,5/25/25,2025-05-25 16:00:00.0000000 -05:00,2025-05-25 18:00:00.0000000 -05:00,Sisu Youth Services
128701421,6/26/25,Completed,Volunteer,PYD Workshop,PYD,6/7/25,2025-06-07 16:00:00.0000000 -05:00,2025-06-07 18:00:00.0000000 -05:00,Sisu Youth Services
128701421,12/4/25,Completed,Volunteer,PYD Workshop,PYD,7/5/25,2025-07-05 16:00:00.0000000 -05:00,2025-07-05 18:00:00.0000000 -05:00,Sisu Youth Services
128701421,12/4/25,Completed,Volunteer,PYD Workshop,PYD,8/2/25,2025-08-02 16:00:00.0000000 -05:00,2025-08-02 18:00:00.0000000 -05:00,Sisu Youth Services
128701421,12/4/25,Completed,Volunteer,PYD Workshop,PYD,8/30/25,2025-08-30 16:00:00.0000000 -05:00,2025-08-30 18:00:00.0000000 -05:00,Sisu Youth Services
128701421,4/29/25,Completed,Volunteer,PYD Workshop,PYD,4/12/25,2025-04-12 16:00:00.0000000 -05:00,2025-04-12 18:00:00.0000000 -05:00,Sisu Youth Services
128701421,12/4/25,Completed,Volunteer,PYD Workshop,PYD,10/11/25,2025-10-11 16:00:00.0000000 -05:00,2025-10-11 18:00:00.0000000 -05:00,Sisu Youth Services
128701421,12/4/25,Completed,Volunteer,PYD Workshop,PYD,9/13/25,2025-09-13 16:00:00.0000000 -05:00,2025-09-13 18:00:00.0000000 -05:00,Sisu Youth Services
128701421,12/4/25,Completed,Volunteer,PYD Workshop,PYD,11/8/25,2025-11-08 16:00:00.0000000 -06:00,2025-11-08 18:00:00.0000000 -06:00,Sisu Youth Services
128701421,12/4/25,Completed,Volunteer,PYD Workshop,PYD,12/6/25,2025-12-06 16:00:00.0000000 -06:00,2025-12-06 18:00:00.0000000 -06:00,Sisu Youth Services
128712273,1/15/24,Completed,Volunteer,January Meal Train,Meal Train,1/20/24,2024-01-20 16:30:00.0000000 -06:00,2024-01-20 18:00:00.0000000 -06:00,Sisu Youth Services
129099339,1/31/24,Completed,Volunteer,January Shelter Shift,Shelter Shift,1/16/24,2024-01-16 17:30:00.0000000 -06:00,2024-01-16 19:30:00.0000000 -06:00,Sisu Youth Services
